Mission	Site	Month	Year	Lake.area	Xcoord	Ycoord	African.Black.Swift	African.Darter	African.Fish.Eagle	African.Grey.Hornbill	African.Harrier.Hawk	African.Hawk.Eagle	African.Jacana	African.Marsh.Harrier	African.Mourning.Dove	African.Openbill	African.Palm.Swift	African.Pipit	African.Pygmy.goose	African.Quailfinch	African.Red.eyed.Bulbul	African.Reed.Warbler	African.Sacred.Ibis	African.Snipe	African.Spoonbill	Banded.Martin	Barn.Swallow	Bateleur	Black.Crake	Black.Heron	Black.Kite	Black.chested.Prinia	Black.chested.Snake.Eagle	Black.crowned.Night.Heron	Black.faced.Waxbill	Black.headed.Heron	Black.necked.Grebe	Black.tailed.Godwit	Black.winged.Pratincole	Black.winged.Stilt	Blacksmith.Lapwing	Blue.Waxbill	Blue.cheeked.Bee.eater	Booted.Eagle	Brown.Snake.Eagle	Brown.throated.Martin	Burchells.Sandgrouse	Burchells.Starling	Cape.Shoveler	Cape.Sparrow	Cape.Teal	Cape.Turtle.Dove	Capped.Wheatear	Cattle.Egret	Chestnut.backed.Sparrowlark	Chinspot.Batis	Collared.Pratincole	Comb.Duck	Common.Greenshank	Common.House.Martin	Common.Moorhen	Common.Ringed.Plover	Common.Sandpiper	Common.Swift	Coppery.tailed.Coucal	Crimson.breasted.Shrike	Crowned.Lapwing	Curlew.Sandpiper	Diderick.Cuckoo	Dusky.Lark	Dwarf.Bittern	Egyptian.Goose	European.Bee.eater	Fork.tailed.Drongo	Fulvous.Duck	Gabar.Goshawk	Glossy.Ibis	Goliath.Heron	Great.Crested.Grebe	Great.Egret	Great.Reed.Warbler	Great.Sparrow	Great.White.Pelican	Greater.Flamingo	Greater.Painted.snipe	Green.backed.Heron	Green.winged.Pytilia	Grey.Heron	Grey.backed.Camaroptera	Grey.backed.Sparrowlark	Grey.headed.Gull	Grey.headed.Kingfisher	Grey.rumped.Swallow	Hamerkop	Hottentot.Teal	Kalahari.Scrub.Robin	Kittlitzs.Plover	Lanner.Falcon	Laughing.Dove	Lesser.Flamingo	Lesser.Grey.Shrike	Lesser.Jacana	Lesser.Masked.Weaver	Lesser.Moorhen	Lilac.breasted.Roller	Little.Bee.eater	Little.Bittern	Little.Egret	Little.Grebe	Little.Stint	Long.billed.Crombec	Long.crested.Eagle	Long.tailed.Paradise.Whydah	Long.toed.Lapwing	Malachite.Kingfisher	Marabou.Stork	Marico.Flycatcher	Marico.Sunbird	Marsh.Sandpiper	Marsh.Warbler	Martial.Eagle	Namaqua.Dove	Namaqua.Sandgrouse	Pectoral.Sandpiper	Peregrine.Falcon	Pied.Avocet	Pied.Kingfisher	Pied.Starling	Pin.tailed.Whydah	Pink.backed.Pelican	Purple.Heron	Rattling.Cisticola	Red.backed.Shrike	Red.billed.Firefinch	Red.billed.Oxpecker	Red.billed.Quelea	Red.billed.Spurfowl	Red.billed.Teal	Red.capped.Lark	Red.eyed.Dove	Red.faced.Mousebird	Red.headed.Quelea	Red.knobbed.Coot	Reed.Cormorant	Ruff	Saddle.billed.Stork	Sand.Martin	Scaly.feathered.Finch	Scarlet.chested.Sunbird	Sedge.Warbler	Senegal.Coucal	Shaft.tailed.Whydah	Slaty.Egret	Southern.Grey.headed.Sparrow	Southern.Masked.Weaver	Southern.Pale.Chanting.Goshawk	Southern.Pied.Babbler	Southern.Pochard	Southern.Red.Bishop	Spur.winged.Goose	Squacco.Heron	Swainsons.Spurfowl	Tawny.Eagle	Temmincks.Courser	Three.banded.Plover	Wahlbergs.Eagle	Wattled.Crane	Wattled.Starling	Whiskered.Tern	White.Stork	White.backed.Duck	White.backed.Vulture	White.breasted.Cormorant	White.faced.Duck	White.throated.Swallow	White.winged.Tern	Willow.Warbler	Wood.Sandpiper	Woolly.necked.Stork	Yellow.Wagtail	Yellow.bellied.Eremomela	Yellow.billed.Duck	Yellow.billed.Egret	Yellow.billed.Stork	Yellow.crowned.Bishop	Yellow.throated.Longclaw	Zitting.Cisticola
NGA5	12	2	2009	30	-20.43625533	22.82739211	0	4	1	0	0	0	4.833333333	0	0	0	0	0	0	0	0	0	1	0	0	0	2.666666667	0	0	0	0	1.333333333	0	0	0	0	0	0	85	1	5	9.333333333	2.2	0	0	0	0	0	0	0	0	1.333333333	0	1	0	0	15	5	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	1	0	0	0	0	0	0	2	3.5	0	0	2.666666667	1	0	0	3	0	0	0	3.333333333	0	0	2	0	0	0	0	0	1	39.33333333	0	0	0	2.333333334	0	0	19	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	1	2	0	0	0	32.16666666	0	0	0	0	56	3.000000001	8.833333334	0	0	0	0	0	0	0	0	3	5	0	0	4.666666666	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7.666666667	0	0	1	2.333333333	0	0	0	3.666666666	4.5	1	1	0	0
NGA5	13	2	2009	30	-20.43257718	22.83128408	0	1	1.4	0	0	0	10	1	0	0	0	0	0	0	0	0	12	0	11	0	10.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	51.33333333	0	1.666666667	0	0	0	0	2	0	0	0	8.4	0	20	0	0	1.25	0	2	2	15.8	0	1	34.5	0	0	0	0	0	0	0	7.2	0	0	0	0	1	0	0	2.666666667	0	0	0	0	0	0	0	5.714285714	0	0	0	1	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	4.5	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	1	23.33333333	0	0	3.333333333	29.85714286	0	2	0	0	0	6.5	5	1	0	0	0	0	0	2	0	2	0	0	0	0	0	1.333333334	2	0	0	0	0	0	0	0	19.57142857	0	0	0	0	0	0	0	0	7.142857143	0	25	0	2	2.5	0	0	0	0
NGA5	14	2	2009	30	-20.43257718	22.83128408	0	1	1.666666667	0	0	0	11.33333333	0	0	0	0	0	0	0	0	0	2	0	21.5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	9.166666667	0	0	23	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1.5	0	0	5	0	0	0	0	0	110	3	21.25	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.333333333	0	0	0	0	0	0	0	0	16.75	0	0	0	2	2	45	0	0	0
NGA6	1	6	2009	20	-20.44447412	22.80797786	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	1	0	0	0	0	0	0	0	0	0	0	0	0	125	0	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGA6	2	6	2009	20	-20.44868611	22.78945603	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	59.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGA6	8	6	2009	20	-20.44523679	22.79965983	0	0	1.75	0	0	0	0	0	0	0	0	4.5	0	0	0	0	2	0	5.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.75	13.5	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	229	1	0	0	0	0	0	0	0	0	0	3.333333333	0	0	0	6.5	0	0	0	0	1	0	0	5	0	0	31.5	29.25	0	0	0	0	0	0	0	0	0	0	19.25	0	19	1	0	0	0	0	0	0	0	0	0	0	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	22.33333333	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGA6	9	6	2009	20	-20.44443472	22.80798281	0	0	0	0	1	0	0	1	0	0	1.5	3.166666667	0	0	0	0	1.5	0	5.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9.285714285	3.2	0	0	0	0	0	0	0	0	0	0	446.3333333	1	0	0	0	12.66666667	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15.33333333	0	0	0	0	0	0	0	4	0	0	49	22	0	0	0	1.75	0	0	0	0	0	0	15	0	22	1.5	4.5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1.666666666	0	0	0	0	0	13.5	26.33333333	0	1	4	0	0	0	0	0	0	0	0	0	196.3333333	0	46.33333333	11.75	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	0	0	0	76.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NGA6	10	6	2009	20	-20.44115094	22.81334865	0	0	1.5	0	0	0	0	1	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	41.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	105	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGA6	11	6	2009	20	-20.43824293	22.81990833	0	0	0	0	1	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	7.4	0	0	0	1	0	0	0	2	0	0	249.3333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	26.75	7	0	0	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGA6	12	6	2009	20	-20.43625533	22.82739211	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	458.5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	17	1.5	11.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	999.6666667	8	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NGA6	13	6	2009	20	-20.43257718	22.83128408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
